id,pub_author,out_type_1,out_label_1,out_tit_1,out_type_2,out_label_2,out_tit_2,out_type_3,out_label_3,out_tit_3,out_type_4,out_label_4,out_tit_4,out_type_5,out_label_5,out_tit_5,out_type_6,out_label_6,out_tit_6,out_type_7,out_label_7,out_tit_7,out_type_8,out_label_8,out_tit_8,out_type_9,out_label_9,out_tit_9
41661125,Abate (1972),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Gates-MacGinites (Grade 1) ,['Other outcome'],Secondary outcome(s),Gates MacGinitie (Grade 1),['Mathematics primary outcome'],Secondary outcome(s),Mathematics Mastery Test,['Other outcome'],Secondary outcome(s),Mathematics Mastery Test,['Other outcome'],Secondary outcome(s),Mathematics Mastery Test,['Other outcome'],Secondary outcome(s),Mathematics Mastery Test,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661049,Alexander (1968),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,MAT - Individ. Instr.,['Other outcome'],Secondary outcome(s),Exams- Indiv. Instruct.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661126,Amendola (1973),['Other outcome'],Secondary outcome(s),Stanford Achievement Test (Grade 3)- Cognitive Measure,['Other outcome'],Secondary outcome(s),Stanford Achievement Test (Grade 5)- Cognitive Measure,['Other outcome'],Secondary outcome(s),Stanford Achievement Test (Grade 7)- Cognitive Measure,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Stanford Achievement Test (Grades combined)- Cognitive Measure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661287,Anderson (1971),['Other outcome'],Secondary outcome(s),Content Achievement Test,['Other outcome'],Secondary outcome(s),Content Achievement Test,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Content Achievement Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661186,Arbuckle (2005),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Algebra Post test score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49769663,Ardac (2002),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,T-bpe&fpd - Individual Instruction,['Other outcome'],Secondary outcome(s),T-IVECA - Individualised Instruction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49769662,Ardac (2004),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,TCR-pC (Total score) - Individualised Instruction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336716,Armenia (1967) 1_2,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Post test Score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661258,Arroyo (2010),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Maths posttest Wayyang v no Wayyang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661100,Aven (1970),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Geography test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661050,Baley (1969),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,SRA-maths: Individual. instr._,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661127,Bartel (1965),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Iowa Test,['Other outcome'],Secondary outcome(s),Concepts Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661190,Beal (2007),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Geometry Test,['Other outcome'],Secondary outcome(s),Algebra Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661189,Beal (2010) 1_1,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,ITS low maths skill v comparison low maths skill,['Other outcome'],Primary outcome,ITS high maths skill v comparison high maths skill,['Other outcome'],Primary outcome,Study 3 postest high and low combined ITS v comparison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336717,Beal (2010) 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Maths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661051,Beul (1973),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Science Research Associates Achievement ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661261,Biesinger (2008),['Other outcome'],Primary outcome,NHSPEM remedial 12th graders gains f ratio,['Other outcome'],Primary outcome,NSHSPEM 10th graders gains f ratio,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,NSHSEM 10th graders means and SDs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661296,Blank (1963),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Science Test (T1 vs Control),['Other outcome'],Secondary outcome(s),Science Test (T1 and T2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661297,Boblick (1972),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Chemical Formulas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49769731,Bottge (2014),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,ITBS Fractions (Addition) -  Individualised instruction,['Other outcome'],Secondary outcome(s),ITBS Fractions (subtraction) - Individualised Instruction,['Other outcome'],Secondary outcome(s),ITBS Whole numbers (Addition) - Individualised Instruction,['Other outcome'],Secondary outcome(s),ITBS Whole Numbers (Subtraction) - Individulised Instruction,['Other outcome'],Secondary outcome(s),ITBS Whole numbers (Multiplication) - Individualised Instruction,['Other outcome'],Secondary outcome(s),ITBS Whole Numbers (Division) - Individualised Instruction,['Other outcome'],Secondary outcome(s),ITBS Problem Solving and Data Interpretation - Individualised Instruction,NA,NA,NA,NA,NA,NA
41661053,Bowen (1974),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Comprehensive Test of Basic Skills,['Other outcome'],Secondary outcome(s),SCAT II Maths Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661129,Bradford (1973),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,MAT - Reading,['Mathematics primary outcome'],Secondary outcome(s),MAT - Maths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661054,Braly (1972),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,ANS Chemistry posttest adjusted (table 3),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661130,Broussard (1971),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Maths Application,['Other outcome'],Secondary outcome(s),Maths Computation,['Other outcome'],Secondary outcome(s),Maths Concept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661131,Brust (1972),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,SAT Paragraph Meaning f ratio,['Mathematics primary outcome'],Primary outcome,SAT Arithmetic computation f ratio (NEGATIVE EFFECT),['Other outcome'],Secondary outcome(s),SAT word meaning f ratio,['Other outcome'],Secondary outcome(s),SAT language f ratio (NEGATIVE EFFECT),['Writing and spelling primary outcome.'],Secondary outcome(s),SAT spelling f ratio  (NEGATIVE EFFECT),['Other outcome'],Secondary outcome(s),SAT arithmetic concepts f ratio (NEGATIVE EFFECT),['Other outcome'],Secondary outcome(s),SAT arithmetic applications f ratio (NEGATIVE EFFECT),NA,NA,NA,NA,NA,NA
41661055,Bull (1971),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Geometry test scores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661133,Burchyett (1972) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,STEP Test- Reading Level (Grade 3),['Mathematics primary outcome'],Secondary outcome(s),STEP test -Mathematics (Grade 3),['Mathematics primary outcome'],Secondary outcome(s),STEP Test- Science (Grade 3),['Other outcome'],Secondary outcome(s),STEP test- Social studies (Grade 3),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49106812,Burchyett (1972) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,STEP Reading test- Grade four,['Mathematics primary outcome'],Secondary outcome(s),STEP Mathematics test- Grade four,['Science primary outcome'],Secondary outcome(s),STEP Science test- Grade four,['Other outcome'],Secondary outcome(s),STEP Social studies test-Grade four,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49106813,Burchyett (1972) 1_3,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,STEP Reading test-Grade five,['Mathematics primary outcome'],Secondary outcome(s),STEP Mathematics test- Grade five,['Science primary outcome'],Secondary outcome(s),STEP Science test-Grade five,['Other outcome'],Secondary outcome(s),STEP Social studies test-Grade five,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661191,Cabalo (2007),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Northwest Evaluation Association (NWEA) test ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661302,Call (1974),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Semester Exam Posttest adjusted,['Other outcome'],Secondary outcome(s),Final Exam ACS-NSTA Posttest adjusted,['Other outcome'],Secondary outcome(s),Final Exam Anderson-Fisk Posttest adjusted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661057,Carlson (1975),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Semester One Examination scores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661303,Carnes (1966),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Achievement Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661102,Cassel (1962) 1_1,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Computer Arithmetic Test Score (Grade 9),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661103,Cassel (1962) 1_1,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Computer Mathematics Test (Grade 9),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325671,Cassel (1962) 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Computer Arithmetic Test Score (12th Grd-combined means boys & girls),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325672,Cassel (1962) 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Computer Mathematics Achievement Test (Grade 12),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661305,Charles (1970),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Cloze Test I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661195,Chien (2008),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Post test Score (Mathematic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49769671,Chu (2014),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Learning Achievement (Fractions) - Individualised Instruction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661134,Clough (1971),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,SRA Maths total-– Individual. Instruct,['Other outcome'],Secondary outcome(s),SRA Maths concepts-– Individual. Instruct,['Other outcome'],Secondary outcome(s),SRA Computation -– Individual. Instruct,['Other outcome'],Secondary outcome(s),SRA Reasoning -– Individual. Instruct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661058,Cohen (1970),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,"SRA Modern Math Understanding Test, Form D (Post-test)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661059,Corbin (1974),['Other outcome'],Primary outcome,IOWA test of Basic Skills- Arithmetic Concepts (Grade 7),['Other outcome'],Secondary outcome(s),IOWA test of Basic Skills-Arithmetic Concepts (Grade 8),['Other outcome'],Secondary outcome(s),IOWA test of Basic Skills-Arithmetic Problem Solving (Grade 7),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,IOWA - Arithmetic Concepts (Grade 7&8),['Other outcome'],Secondary outcome(s),IOWA - Problem solving (Grade 7&8),['Other outcome'],Secondary outcome(s),IOWA test of Basic Skills-Arithmetic Problem Solving (Grade 8),NA,NA,NA,NA,NA,NA,NA,NA,NA
41661060,Cowan (1967),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,STEP (R),['Science primary outcome'],Primary outcome,STEP (S),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49769718,Coyne (2013),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,CTOPP Sound matching - Individualised Instruction,['Other outcome'],Secondary outcome(s),CTOPP Blending Words  - Individualised  Instruction,['Other outcome'],Secondary outcome(s),WRMT-R/NUWord Attack - Individulised Instruction,['Other outcome'],Secondary outcome(s),Oral Reading Fluency - Individualised Instruction,['Other outcome'],Secondary outcome(s),TWS-4 - Individualied Instruction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49769711,Craig (2013),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,6th Grade TCAP - Individualised Instruction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661061,Crangle (1971),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Maths Achievement ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661104,Crawford (1970),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Wide Range Achievement Test,['Other outcome'],Secondary outcome(s),Wide Range Achievement Test (pre-post ES difference),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661309,Crocker (1974),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Achievement Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661062,Crosby (1960),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Mathematics Achievement Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661063,Crosby (1960),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Algebra- Individ. Instr.-A+B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661310,Darnowski (1968),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Nuclear Chemistry - Science - Branched vs Control,['Other outcome'],Secondary outcome(s),Nuclear Chemistry - Linear (short-step) vs Control,['Other outcome'],Secondary outcome(s),Nuclear Chemistry - Linear (long-step) vs Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661313,Denton (1972),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Physics Achievement Instrument,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661312,Denton (1975),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Objectives mastered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49769719,Denton (2013),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,WJ III Basic Reading,['Other outcome'],Primary outcome,WJ III Letter Word Identification,['Other outcome'],Primary outcome,WJ III Passage Comprehension,['Other outcome'],Primary outcome,WJ III Word Attack,['Other outcome'],Secondary outcome(s),TOWRE Word Reading Efficiency,['Other outcome'],Secondary outcome(s),TOWRE Phonemic Decoding Efficiency,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661105,Dick (1970),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Post test Score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661137,Earnshaw (1972),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Gates-MacGinitie (Comprehension),['Other outcome'],Secondary outcome(s),Gates-MacGinitie (Vocabulary),['Mathematics primary outcome'],Secondary outcome(s),Metropolitan Achievement Test (Maths),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661065,Englert (1972),['Other outcome'],Primary outcome,Algebra Test  (Teacher A)- Individualised instruction,['Other outcome'],Primary outcome,Algebra Test (Teacher B) - Individualised instruction,['Other outcome'],Primary outcome,Algebra Test (Teacher C) - Individualised instruction,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Algebra Test: Teachers A+B+C: Individualised instruction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661315,Eshleman (1967),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Solar and Cells combined Immediate learning and retention combined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269795,Evans (1985) II,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Stanford Cloze,['Other outcome'],Secondary outcome(s),All three Passages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49769712,Fanusi (2015),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,CRCT math scores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
