ItemID,Author,SMD_1,SESMD_1,SMD_2,SESMD_2,SMD_3,SESMD_3,SMD_4,SESMD_4,SMD_5,SESMD_5,SMD_6,SESMD_6,SMD_7,SESMD_7,SMD_8,SESMD_8,SMD_9,SESMD_9,SMD_10,SESMD_10
37093559,Goyen (1994),0.9327,0.9327,2.3005,2.3005,1.2552,1.2552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671634,Graham (2007),-1.0781,-1.0781,-1.2057,-1.2057,0.738,0.738,0.3553,0.3553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671557,Graves (2010),0.3178,0.3178,0.2677,0.2677,0.4369,0.4369,0.145,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671558,Gray (2007),1.1499,1.1499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093560,Greenwood (1989),0.3778,0.3778,0.6069,0.6069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133917,Gregg (1994),0.5051,0.5051,1.1317,1.1317,0.8979,0.8979,1.9478,1.9478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117251,Grolnick (2007),0.0438,0.0438,0.2822,0.2822,0.0493,0.0493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092582,Guastello (2001) FB,2.18,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133918,Gudbrandsen (2005) PT,0.4855,0.4855,0.0789,0.0789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671515,Guerrero (2015),0.4,0.4,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38878253,Gunn (2005),0.2275,0.2275,0.3065,0.3065,0.2236,0.2236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671559,Gwernan-Jones (2018),1.8775,1.8775,1.664,1.664,0.6437,0.6437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117134,Haenn (1996),-0.306,-0.306,0.0133,0.0133,0.0067,0.0067,0.122,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671520,Haley (2017),-0.0485,-0.0485,0.1044,0.1044,0.2524,0.2524,0.1001,0.1001,0.46,0.46,0.2309,0.2309,NA,NA,NA,NA,NA,NA,NA,NA
37092655,Hanna (1976),0.2276,0.2276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133919,Hannah (2008),0.6582,0.6582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116213,Hardegree (2012),0.0,0.0,0.0228,0.0228,-0.2816,-0.2816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37091033,Haring (1975),1.1571,1.1571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253318,Harlow (2001),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
40117135,Hasselmeier (1997),0.502,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671562,Hatcher (2006),0.1236,0.1236,0.69,0.69,0.1795,0.1795,0.79,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117175,Hausner (2000),0.1394,0.1394,0.3961,0.3961,0.0804,0.0804,0.0165,0.0165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253285,Haymon (2009),-0.1883,-0.1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117136,Heaberlin (2000),-0.5011,-0.5011,0.6356,0.6356,-0.0272,-0.0272,0.2629,0.2629,0.0008,0.0008,-0.337,-0.337,NA,NA,NA,NA,NA,NA,NA,NA
37093480,Heller (1992),0.9424,0.9424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133921,Hilger (2000),0.2994,0.2994,0.1762,0.1762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253320,Hink (1986),0.4107,0.4107,-0.0428,-0.0428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117252,Hirsch (2011),0.1012,0.1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117253,Hobbs (2012),0.0354,0.0354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40398941,Hodgen (2019),0.1278,0.1278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092584,Holman (2011),0.341,0.341,0.2388,0.2388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671521,Holmes (2013),0.4,0.4,0.47,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253321,Howes (1989),-0.1407,-0.1407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092768,Hughes (1973),0.8152,0.8152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671626,Hund-Reid (2008),1.3878,1.3878,0.4515,0.4515,0.0,0.0,1.6677,1.6677,0.5901,0.5901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671605,Hund-Reid (2013),2.1,2.1,1.2,1.2,1.0,1.0,1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37061117,Hymel (1980),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
37133923,Inglis (2002),0.5322,0.5322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116224,Jackson (2016),0.4846,0.4846,0.2787,0.2787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253390,Jacob (2004),0.5969,0.5969,0.3302,0.3302,0.173,0.173,0.0984,0.0984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37061115,Jacobs (1966),-0.2093,-0.2093,-0.9136,-0.9136,-0.392,-0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093509,Jacobson (2001),0.4851,0.4851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671565,Jason (1994),0.3948,0.3948,0.5426,0.5426,0.5906,0.5906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294914,Jenkins (1991) PT,-0.2185,-0.2185,-0.2185,-0.2185,0.1697,0.1697,0.2264,0.2264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117256,Jenner (2007),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
37092585,Jewell (2003),0.1308,0.1308,0.1077,0.1077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117137,Johnson (1984),1.05,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671627,Jones (2016),0.3045,0.3045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093568,Kahl (1994),0.6824,0.6824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116222,Karagiannakis (2008),0.4138,0.4138,0.1005,0.1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117257,Kauh (2011),-0.01,-0.01,0.09,0.09,0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37091034,King (1983),-0.0539,-0.0539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092606,King (2003),-0.2365,-0.2365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296632,King (2015),-0.05,-0.05,-0.07,-0.07,0.01,0.01,0.2,0.2,0.17,0.17,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA
40117138,Kneese (1996),0.3104,0.3104,0.2817,0.2817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117141,Kneese (2000),0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253322,Kociemba (1995),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
37092607,Koedinger (2010),0.1951,0.1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294919,Kolic-Vehovec (2002) FB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
37092586,Kozlow (2004),-0.1027,-0.1027,-0.0825,-0.0825,0.0997,0.0997,0.0061,0.0061,0.0642,0.0642,0.0924,0.0924,-0.0531,-0.0531,0.0,0.0,-0.0012,-0.0012,NA,NA
40294920,Kramarski (2009) FB,0.1689,0.1689,0.8312,0.8312,1.4858,1.4858,1.4835,1.4835,0.9732,0.9732,1.3425,1.3425,1.2103,1.2103,NA,NA,NA,NA,NA,NA
40117142,Kuner-Roth (1985),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
37092670,Lacher (1983),0.5182,0.5182,0.6291,0.6291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093356,Lamport (1982),-0.2177,-0.2177,0.4748,0.4748,-0.1276,-0.1276,1.1579,1.1579,0.0801,0.0801,0.4254,0.4254,NA,NA,NA,NA,NA,NA,NA,NA
40117259,Langberg (2007),0.3419,0.3419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117258,Langberg (2008),0.2702,0.2702,-0.6988,-0.6988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117206,Lauver (2002),0.0639,0.0639,0.1081,0.1081,0.0871,0.0871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253323,LeBoff (1995),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
40117260,Lee (2006),0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671606,Lee (2016),0.0408,0.0408,0.228,0.228,0.2445,0.2445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117283,Legro (1990),0.1887,0.1887,0.1868,0.1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38878267,Lennon (1999),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
40117284,Leslie (1998),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
39253220,Leviton (1973),0.2868,0.2868,0.0312,0.0312,0.8531,0.8531,0.2093,0.2093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253291,Li (2009),0.3965,0.3965,0.7184,0.7184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117261,Lightner (2010),0.7923,0.7923,0.6332,0.6332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253292,Linder (2004),0.62,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296633,Lloyd (2015),0.02,0.02,-0.06,-0.06,0.0,0.0,-0.13,-0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296634,Lloyd (2015),0.02,0.02,0.01,0.01,-0.05,-0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294923,Lowenthal (1981) SGT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
39253327,Luftig (2003) 1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
43090171,Luftig (2003) 1_2,0.87,0.87,1.098,1.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092587,Lumbelli (1999),0.6638,0.6638,0.8441,0.8441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092588,MacArthur (1991),1.059,1.059,-0.6349,-0.6349,1.0056,1.0056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671566,MacLeod (2007),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
39253391,Mariano (2013),0.13,0.13,0.069,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093622,Mathes (1993),0.5,0.5,0.3,0.3,-0.05,-0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093577,Mathes (1998),1.1094,1.1094,0.0868,0.0868,0.7796,0.7796,0.2664,0.2664,0.5307,0.5307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116235,Mathes (2001) PT 1_1,0.806,0.806,1.1472,1.1472,1.4998,1.4998,0.2691,0.2691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325689,Mathes (2001) PT 1_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
37116234,Mathes (2003),0.5849,0.5849,1.0131,1.0131,0.6781,0.6781,0.6497,0.6497,0.4878,0.4878,0.7091,0.7091,0.6447,0.6447,0.4079,0.4079,0.6286,0.6286,1.6927,1.6927
38878258,Mathes (2005) 1_1,0.0592,0.0592,0.2222,0.2222,0.2983,0.2983,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294924,Mathes (2005) 1_2,0.1894,0.1894,0.1058,0.1058,0.1891,0.1891,0.1249,0.1249,0.3533,0.3533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253392,Matsudaira (2008),-1.2949,-1.2949,-173.3223,-173.3223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117146,Matty (1978),0.87,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296644,Maxwell (2014),0.13,0.13,0.22,0.22,0.26,0.26,-0.1,-0.1,0.19,0.19,-0.2,-0.2,NA,NA,NA,NA,NA,NA,NA,NA
37092684,McClintock (1975),0.9103,0.9103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093360,McCracken (1979),2.1301,2.1301,1.3667,1.3667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117357,McKinney (1995),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
37671568,McNally (2016) Study 1_1,0.231,0.231,0.096,0.096,0.138,0.138,0.107,0.107,0.396,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253295,Meehan (2005),-0.057,-0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117358,Meier (2001),0.3433,0.3433,0.0882,0.0882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253296,Melosh (2003),0.44,0.44,0.2,0.2,0.02,0.02,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133945,Menesses (2009),1.1215,1.1215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296647,Menzies (2015),0.09,0.09,0.08,0.08,0.08,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671570,Merrell (2015),0.43,0.43,0.16,0.16,0.23,0.23,0.38,0.38,0.42,0.42,0.18,0.18,NA,NA,NA,NA,NA,NA,NA,NA
40294926,Merrett (1996) FB,-0.079,-0.079,0.7161,0.7161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133947,Merrill (2002),0.0347,0.0347,-0.1865,-0.1865,0.3218,0.3218,0.5153,0.5153,0.1932,0.1932,-0.1587,-0.1587,NA,NA,NA,NA,NA,NA,NA,NA
37093581,Mevarech (1991),0.3601,0.3601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093579,Mevarech (1993),0.2074,0.2074,-0.125,-0.125,1.2893,1.2893,0.0279,0.0279,-0.2525,-0.2525,0.2637,0.2637,NA,NA,NA,NA,NA,NA,NA,NA
37092589,Meyer (2010),0.0177,0.0177,0.08,0.08,0.008,0.008,0.09,0.09,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671572,Miller (2003),0.4114,0.4114,0.2357,0.2357,0.763,0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37091036,Mirkin (1979),0.3265,0.3265,1.46,1.46,-0.3014,-0.3014,0.4245,0.4245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117150,Mitchell (1999),-0.0448,-0.0448,-0.0566,-0.0566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117264,Molina (2008),0.4476,0.4476,0.5682,0.5682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117289,Mooney (1986),0.5314,0.5314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090186,Mooney (1986) PT,0.5314,0.5314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37061123,Moore (1961) 1_1,-0.2698,-0.2698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294931,Moore (1961) 1_2,-0.2721,-0.2721,-0.4422,-0.4422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294930,Moore (1993) PT,-0.1279,-0.1279,-0.0087,-0.0087,-0.0683,-0.0683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117359,Morris (1990),0.9071,0.9071,0.7024,0.7024,0.3449,0.3449,0.7451,0.7451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117214,Morrison (2000),-0.77,-0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671607,Muijs (2003),0.098,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116214,Naseerali (2013),0.5222,0.5222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092701,Neenan (1986) 1_1,-1.1446,-1.1446,-1.0621,-1.0621,-0.8421,-0.8421,-0.4809,-0.4809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671575,Nelson (2010),0.6924,0.6924,-0.2714,-0.2714,0.1774,0.1774,1.3527,1.3527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117215,Neufeld (1995),1.08,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133954,Novotni (1985),0.4112,0.4112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296657,Nunes (2018),0.18,0.18,-0.03,-0.03,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093585,Oakland (1975),-0.5462,-0.5462,0.5828,0.5828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092590,Olson (1990),0.4194,0.4194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092703,Oner (1977),0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092704,Onyehalu (1983),0.2499,0.2499,0.2499,0.2499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253393,Opalinski (2006),-0.1993,-0.1993,-0.0705,-0.0705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294937,Osguthorpe (1986) PT,0.1405,0.1405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117154,Paloczy (1997),0.0078,0.0078,0.012,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133956,Paquette (2003),0.189,0.189,1.2677,1.2677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092591,Paquette (2009) 1_1,0.0488,0.0488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294939,Paquette (2009) 1_2,1.2677,1.2677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133957,Parham (1993),0.2697,0.2697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253299,Paris (2004),-0.0186,-0.0186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296659,Patel (2017),0.001,0.001,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37061141,Peeck (1979),0.2252,0.2252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37061139,Peeck (1985) 1_1,0.7436,0.7436,3.4628,3.4628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
