ItemID,Author,SMD_1,SESMD_1,SMD_2,SESMD_2,SMD_3,SESMD_3,SMD_4,SESMD_4,SMD_5,SESMD_5,SMD_6,SESMD_6,SMD_7,SESMD_7,SMD_8,SESMD_8,SMD_9,SESMD_9,SMD_10,SESMD_10
40294942,Peeck (1985) 1_2,0.7436,0.7436,0.708,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092708,Perkins (1988),1.39,1.39,1.0075,1.0075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294947,Peterson (1979) SGT,-0.0869,-0.0869,-0.0919,-0.0919,-0.0613,-0.0613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093590,Phelps (1989),0.5565,0.5565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092592,Philippakos (2012),0.6262,0.6262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38878269,Pinnell (1994),0.2496,0.2496,0.3418,0.3418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117157,Powers (1974),-0.0522,-0.0522,0.0107,0.0107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092593,Prater (1993),0.1493,0.1493,0.6183,0.6183,0.6952,0.6952,0.3297,0.3297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117291,Prenovost (2001),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
38878270,Ransford-Kaldon (2010),0.1913,0.1913,0.1956,0.1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38878271,Rashotte (2001),0.5228,0.5228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671611,Ratcliff (2009),0.1559,0.1559,-0.579,-0.579,-0.2053,-0.2053,0.2725,0.2725,0.0815,0.0815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253229,Rawson (1993),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
39253334,Reed (2001),-0.7373,-0.7373,-0.1317,-0.1317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092715,Reid (1988),0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117178,Reisner (2004),0.42,0.42,0.79,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253335,Rembert (1986),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
37092594,Reynolds (1988),0.2429,0.2429,0.0492,0.0492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092778,Rickards (1978),0.2122,0.2122,0.1336,0.1336,0.5727,0.5727,-0.338,-0.338,-0.0163,-0.0163,-0.8192,-0.8192,0.0379,0.0379,0.9,0.9,0.3582,0.3582,0.8,0.8
38296661,Rienzo (2016),-0.0208,-0.0208,0.2825,0.2825,0.1445,0.1445,0.265,0.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253336,Riley (1997),0.9453,0.9453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117295,Riley (1997),0.5346,0.5346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117160,Ritter (1992),-0.0507,-0.0507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671612,Roberts (2010),0.3967,0.3967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38878272,Rolfhus (2012),0.3373,0.3373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092595,Rosenthal (2006),0.3872,0.3872,0.2595,0.2595,0.4687,0.4687,0.5217,0.5217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294951,Roussey (1992) FB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
40398944,Roy (2019),0.0709,0.0709,0.1298,0.1298,0.0162,0.0162,0.0632,0.0632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092719,Rust (1977),0.4451,0.4451,0.2214,0.2214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296668,Rutt (2014),0.21,0.21,0.27,0.27,0.22,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296667,Rutt (2015),0.12,0.12,0.004,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133962,Sanderson (1992),0.1018,0.1018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253394,Schacter (2005),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
40117223,Schinke (1988),0.49,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117180,Schinke (2000),0.3106,0.3106,0.323,0.323,0.4114,0.4114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092597,Schunk (1993),0.9916,0.9916,0.7896,0.7896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092598,Schunk (1993) 1_1,1.6684,1.6684,1.6684,1.6684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090192,Schunk (1993) 1_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
40294954,Scruggs (1986) PT 1_1,0.693,0.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294955,Scruggs (1986) PT 1_2,1.1339,1.1339,0.1563,0.1563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296671,See (2018),0.205,0.205,0.0443,0.0443,0.0098,0.0098,0.1025,0.1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253304,Seward (2009),0.1623,0.1623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093595,Sharpley (1983),1.2841,1.2841,0.8592,0.8592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296672,Sheard (2015),-0.08,-0.08,-0.21,-0.21,-0.07,-0.07,-0.14,-0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117166,Shields (1996),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
43090193,Shisler (1986) PT,0.636,0.636,0.9833,0.9833,-0.0983,-0.0983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671584,Sibieta (2016),0.233,0.233,-0.0266,-0.0266,0.1292,0.1292,-0.275,-0.275,0.51,0.51,0.4941,0.4941,0.33,0.33,NA,NA,NA,NA,NA,NA
37671585,Sibieta (2016),0.27,0.27,0.16,0.16,0.06,0.06,0.127,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296673,Sibieta (2016),0.233,0.233,0.1292,0.1292,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296676,Siddiqui (2014),-0.0023,-0.0023,0.1722,0.1722,0.1619,0.1619,-0.1145,-0.1145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296677,Siddiqui (2014),-0.0361,-0.0361,0.0365,0.0365,-0.0449,-0.0449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133964,Siemens (2001),0.0304,0.0304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093596,Simmons (1995),0.5208,0.5208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38878122,Sindelar (1982),0.1236,0.1236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093365,Singh (1981),0.9206,0.9206,0.4625,0.4625,0.2866,0.2866,0.8577,0.8577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117298,Smeallie (1997),-0.4767,-0.4767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133968,Smith (2010),0.1547,0.1547,0.2843,0.2843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092727,Sonnenschein (1986),3.71,3.71,2.05,2.05,1.7,1.7,4.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117168,Sorensen (1995),-0.0184,-0.0184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296682,Speckesser (2018),0.1,0.1,0.07,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116236,Spörer (2009),0.31,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117229,St Pierre (2001),0.4067,0.4067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093602,Stainback (1972),0.1551,0.1551,0.4829,0.4829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116233,Stein (2008),0.3635,0.3635,0.5035,0.5035,0.438,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133971,Stephens (2002),0.64,0.64,0.6,0.6,0.68,0.68,0.0605,0.0605,0.4532,0.4532,0.2918,0.2918,NA,NA,NA,NA,NA,NA,NA,NA
37093603,Stevens (1987),0.1066,0.1066,0.0586,0.0586,0.1679,0.1679,0.2784,0.2784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296685,Styles (2014),-0.14,-0.14,-0.01,-0.01,-0.3,-0.3,-0.09,-0.09,-0.1,-0.1,-0.03,-0.03,-0.18,-0.18,0.001,0.001,NA,NA,NA,NA
37671586,Styles (2015),0.2,0.2,0.06,0.06,0.33,0.33,0.25,0.25,-0.04,-0.04,0.16,0.16,NA,NA,NA,NA,NA,NA,NA,NA
37093606,Sutherland (1999),0.4808,0.4808,0.4959,0.4959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671517,Swain (2010),-0.0296,-0.0296,-0.115,-0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092790,Swanson (1977),0.0441,0.0441,0.4733,0.4733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093367,Swenson (1975),0.2085,0.2085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37061134,Tait (1973) 1_1,0.8139,0.8139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294957,Tait (1973) 1_2,0.7688,0.7688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093607,Taylor (1997),1.0368,1.0368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133974,Taylor (2002),0.5165,0.5165,0.5983,0.5983,0.062,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336793,Tenenbaum (1982) FB 1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
45336794,Tenenbaum (1982) FB 1_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
40294958,Tenenbaum (1986) FB,1.9641,1.9641,1.9794,1.9794,1.9279,1.9279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133976,Tierney (2005),0.1633,0.1633,0.4563,0.4563,1.0755,1.0755,0.9372,0.9372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37061135,Tobias (1984),0.4839,0.4839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092791,Tokar (1976),0.31,0.31,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092612,Tomita (2008),0.7,0.7,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090197,Top (1985) PT,1.0518,1.0518,0.542,0.542,1.16,1.16,0.75,0.75,1.14,1.14,1.02,1.02,0.78,0.78,NA,NA,NA,NA,NA,NA
43090198,Top (1987) PT,0.4449,0.4449,-0.2167,-0.2167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133980,Topping (2004),0.3,0.3,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133982,Topping (2004),0.6831,0.6831,0.9822,0.9822,0.5123,0.5123,-0.5133,-0.5133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116207,Topping (2011),0.183,0.183,-0.048,-0.048,0.201,0.201,0.014,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296692,Torgerson (2014),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
38296693,Torgerson (2014),0.1,0.1,0.02,0.02,0.1,0.1,0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296689,Torgerson (2018),0.19,0.19,0.14,0.14,0.07,0.07,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38878260,Torgesen (2006),0.22,0.22,0.18,0.18,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38878273,Torgesen (2010),0.5379,0.5379,0.2521,0.2521,0.5703,0.5703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40398947,Tracey (2019),-0.02,-0.02,0.05,0.05,0.01,0.01,-0.06,-0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093368,Truesdale (1976),1.2691,1.2691,1.0313,1.0313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117231,Tucker (2002),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
37092613,Tuominen (2008),0.08,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253235,Tyler (1966),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
37133983,Tymms (1989),0.044,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116208,Tymms (2011),0.019,0.019,0.246,0.246,0.001,0.001,-0.008,-0.008,0.246,0.246,0.195,0.195,0.234,0.234,0.234,0.234,-0.099,-0.099,NA,NA
40117363,U. S. (2003),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
39253306,Ugel (1999),1.7586,1.7586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117360,Vadasy (1997),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
37671592,Vadasy (2006),0.9523,0.9523,1.1068,1.1068,0.6134,0.6134,0.2805,0.2805,0.497,0.497,0.7153,0.7153,0.5775,0.5775,1.1035,1.1035,0.8086,0.8086,NA,NA
37671636,Vadasy (2007),0.4676,0.4676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671638,Vadasy (2008),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
40294961,Vadasy (2008) SGT,0.41,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671637,Vadasy (2008) TA,0.4354,0.4354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090199,Vadasy (2008) TA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
37671588,Vadasy (2009),0.0,0.0,0.1816,0.1816,0.1652,0.1652,0.1756,0.1756,0.2562,0.2562,-0.1126,-0.1126,0.2364,0.2364,0.0219,0.0219,0.2454,0.2454,NA,NA
37671589,Vadasy (2010),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
37671614,Vadasy (2013),0.6942,0.6942,0.3762,0.3762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133984,Van Keer (2004),0.38,0.38,-0.16,-0.16,0.28,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116237,Van Keer (2010),0.051,0.051,0.0324,0.0324,0.2178,0.2178,0.0713,0.0713,0.2886,0.2886,0.388,0.388,NA,NA,NA,NA,NA,NA,NA,NA
37093609,van Oudenhoven (1987),0.4424,0.4424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294962,Van Oudenhoven (1987) FB,0.74,0.74,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117232,Vandell (2005),0.108,0.108,0.143,0.143,0.24,0.24,0.059,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092614,VanEvera (2003),0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092599,Vellella (1996),-0.1202,-0.1202,0.161,0.161,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092600,Wade-Stein (2004),0.6102,0.6102,0.2524,0.2524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117182,Walker (2004),0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090202,Wang (2008) TA,0.194,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253308,Waters (2004),0.9638,0.9638,0.0081,0.0081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253238,Welch (1991),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
37671616,Welch (1995),-0.003,-0.003,-0.0521,-0.0521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092796,Wentling (1973),-0.3133,-0.3133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133987,White (2000),1.1343,1.1343,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093610,Wiersema (1992),-0.4424,-0.4424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296697,Wiggins (2017),0.0717,0.0717,0.1028,0.1028,-0.0503,-0.0503,0.0125,0.0125,0.0606,0.0606,0.0571,0.0571,0.0127,0.0127,-0.075,-0.075,NA,NA,NA,NA
37092615,William (2004),0.32,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253240,Williams (1977),0.1505,0.1505,0.2661,0.2661,0.2046,0.2046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253241,Winston (1963),0.38,0.38,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092601,Wise (1992),0.6564,0.6564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092602,Wolter (1975) 1_1,0.9577,0.9577,1.8138,1.8138,1.8138,1.8138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294963,Wolter (1975) 1_2,0.926,0.926,0.926,0.926,1.0393,1.0393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253243,Womble (1977),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
40117171,Woolley (1996),-0.0672,-0.0672,-0.0623,-0.0623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671591,Word (1990),0.018,0.018,0.012,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092800,Wyne (1979),1.3177,1.3177,0.9761,0.9761,0.5495,0.5495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116218,Yang (2016),1.5855,1.5855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133992,Yarrow (2001),1.2653,1.2653,0.8,0.8,0.9845,0.9845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092616,Yin (2005),-0.3233,-0.3233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092603,Young (2000),1.2807,1.2807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253343,Zia (1999),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
40117237,Zief (2005),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
40117361,Zimmer (2010),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
37092801,Zimmerman (1977),1.3324,1.3324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253395,Zvoch (2011),0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253396,Zvoch (2013),1.1975,1.1975,1.0504,1.0504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
