id,pub_author,pub_year,strand_raw,strand_info,out_tit_tool,out_tit_tool_CLEAN,out_desc_tool,out_desc_tool_CLEAN,out_type_tool,out_type_tool_CLEAN,smd_tool,smd_tool_CLEAN,se_tool,se_tool_CLEAN,out_measure_tool,out_measure_tool_CLEAN,out_g1_n_tool,out_g1_n_tool_CLEAN,out_g1_mean_tool,out_g1_mean_tool_CLEAN,out_g1_sd_tool,out_g1_sd_tool_CLEAN,out_g2_n_tool,out_g2_n_tool_CLEAN,out_g2_mean_tool,out_g2_mean_tool_CLEAN,out_g2_sd_tool,out_g2_sd_tool_CLEAN,ci_lower_tool,ci_lower_tool_CLEAN,ci_upper_tool,ci_upper_tool_CLEAN,out_label_tool,out_label_tool_CLEAN,out_samp_tool,out_samp_tool_CLEAN,out_comp_tool,out_comp_tool_CLEAN,out_es_type_tool,out_es_type_tool_CLEAN,out_test_type_raw_tool,out_test_type_raw_tool_CLEAN,out_tit_red,out_tit_red_CLEAN,out_desc_red,out_desc_red_CLEAN,out_type_red,out_type_red_CLEAN,smd_red,smd_red_CLEAN,se_red,se_red_CLEAN,out_measure_red,out_measure_red_CLEAN,out_g1_n_red,out_g1_n_red_CLEAN,out_g1_mean_red,out_g1_mean_red_CLEAN,out_g1_sd_red,out_g1_sd_red_CLEAN,out_g2_n_red,out_g2_n_red_CLEAN,out_g2_mean_red,out_g2_mean_red_CLEAN,out_g2_sd_red,out_g2_sd_red_CLEAN,ci_lower_red,ci_lower_red_CLEAN,ci_upper_red,ci_upper_red_CLEAN,out_label_red,out_label_red_CLEAN,out_samp_red,out_samp_red_CLEAN,out_comp_red,out_comp_red_CLEAN,out_es_type_red,out_es_type_red_CLEAN,out_test_type_raw_red,out_test_type_raw_red_CLEAN,out_tit_wri,out_tit_wri_CLEAN,out_desc_wri,out_desc_wri_CLEAN,out_type_wri,out_type_wri_CLEAN,smd_wri,smd_wri_CLEAN,se_wri,se_wri_CLEAN,out_measure_wri,out_measure_wri_CLEAN,out_g1_n_wri,out_g1_n_wri_CLEAN,out_g1_mean_wri,out_g1_mean_wri_CLEAN,out_g1_sd_wri,out_g1_sd_wri_CLEAN,out_g2_n_wri,out_g2_n_wri_CLEAN,out_g2_mean_wri,out_g2_mean_wri_CLEAN,out_g2_sd_wri,out_g2_sd_wri_CLEAN,ci_lower_wri,ci_lower_wri_CLEAN,ci_upper_wri,ci_upper_wri_CLEAN,out_label_wri,out_label_wri_CLEAN,out_samp_wri,out_samp_wri_CLEAN,out_comp_wri,out_comp_wri_CLEAN,out_es_type_wri,out_es_type_wri_CLEAN,out_test_type_raw_wri,out_test_type_wri_CLEAN,out_tit_math,out_tit_math_CLEAN,out_desc_math,out_desc_math_CLEAN,out_type_math,out_type_math_CLEAN,smd_math,smd_math_CLEAN,se_math,se_math_CLEAN,out_measure_math,out_measure_math_CLEAN,out_g1_n_math,out_g1_n_math_CLEAN,out_g1_mean_math,out_g1_mean_math_CLEAN,out_g1_sd_math,out_g1_sd_math_CLEAN,out_g2_n_math,out_g2_n_math_CLEAN,out_g2_mean_math,out_g2_mean_math_CLEAN,out_g2_sd_math,out_g2_sd_math_CLEAN,ci_lower_math,ci_lower_math_CLEAN,ci_upper_math,ci_upper_math_CLEAN,out_label_math,out_label_math_CLEAN,out_samp_math,out_samp_math_CLEAN,out_comp_math,out_comp_math_CLEAN,out_es_type_math,out_es_type_math_CLEAN,out_test_type_raw_math,out_test_type_math_CLEAN,out_tit_sci,out_tit_sci_CLEAN,out_desc_sci,out_desc_sci_CLEAN,out_type_sci,out_type_sci_CLEAN,smd_sci,smd_sci_CLEAN,se_sci,se_sci_CLEAN,out_measure_sci,out_measure_sci_CLEAN,out_g1_n_sci,out_g1_n_sci_CLEAN,out_g1_mean_sci,out_g1_mean_sci_CLEAN,out_g1_sd_sci,out_g1_sd_sci_CLEAN,out_g2_n_sci,out_g2_n_sci_CLEAN,out_g2_mean_sci,out_g2_mean_sci_CLEAN,out_g2_sd_sci,out_g2_sd_sci_CLEAN,ci_lower_sci,ci_lower_sci_CLEAN,ci_upper_sci,ci_upper_sci_CLEAN,out_label_sci,out_label_sci_CLEAN,out_samp_sci,out_samp_sci_CLEAN,out_comp_sci,out_comp_sci_CLEAN,out_es_type_sci,out_es_type_sci_CLEAN,out_test_type_raw_sci,out_test_type_sci_CLEAN,out_tit_fsm,out_tit_fsm_CLEAN,out_desc_fsm,out_desc_fsm_CLEAN,out_type_fsm,out_type_fsm_CLEAN,smd_fsm,smd_fsm_CLEAN,se_fsm,se_fsm_CLEAN,out_measure_fsm,out_measure_fsm_CLEAN,out_g1_n_fsm,out_g1_n_fsm_CLEAN,out_g1_mean_fsm,out_g1_mean_fsm_CLEAN,out_g1_sd_fsm,out_g1_sd_fsm_CLEAN,out_g2_n_fsm,out_g2_n_fsm_CLEAN,out_g2_mean_fsm,out_g2_mean_fsm_CLEAN,out_g2_sd_fsm,out_g2_sd_fsm_CLEAN,ci_lower_fsm,ci_lower_fsm_CLEAN,ci_upper_fsm,ci_upper_fsm_CLEAN,out_label_fsm,out_label_fsm_CLEAN,out_samp_fsm,out_samp_fsm_CLEAN,out_comp_fsm,out_comp_fsm_CLEAN,out_es_type_fsm,out_es_type_fsm_CLEAN,out_test_type_raw_fsm,out_test_type_fsm_CLEAN
47063511,Barnett (2008),2008,['Metacognition and self-regulation'],NA,PPVT-III ,,"The PPVT-III was administered to all children regardless of their home language to obtain a measure of standard English vocabulary development. The PPVT-III (Dunn & Dunn, 1997) is a 204-item test of receptive vocabulary in standard English. The test is administered by having children point to one of four pictures shown when given a word to identify. T",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.22,,0.1059,,Literacy: reading other,,NA,,NA,,NA,,NA,,NA,,NA,,0.0125,,0.4275,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,PPVT-III ,,"The PPVT-III was administered to all children regardless of their home language to obtain a measure of standard English vocabulary development. The PPVT-III (Dunn & Dunn, 1997) is a 204-item test of receptive vocabulary in standard English. The test is administered by having children point to one of four pictures shown when given a word to identify. T",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.22,,0.1059,,Literacy: reading other,,NA,,NA,,NA,,NA,,NA,,NA,,0.0125,,0.4275,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
75313870,Blair (2014),2014,['Metacognition and self-regulation'],NA,EOWPVT - Self regulation,,post-test EOWPVT is a norm-referenced measure ofvocabulary that assesses the child’s ability to use words and requires the child to access and retrieve words from memory,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1553,,0.076,,Literacy: speaking and listening/oral language,,417,,71.73,,16.9,,297,,69.09,,17.1,,0.0062,,0.3043,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,EOWPVT - Self regulation,,post-test EOWPVT is a norm-referenced measure ofvocabulary that assesses the child’s ability to use words and requires the child to access and retrieve words from memory,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1553,,0.076,,Literacy: speaking and listening/oral language,,417,,71.73,,16.9,,297,,69.09,,17.1,,0.0062,,0.3043,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,WJ III-Maths: Self Regulation,,Applied Problems from Woodcock-Johnson III Tests of Achievement  post-test unadjusted means spring in Kindergarten - Tools of the Mind vs wait-list control ,,['Mathematics primary outcome'],,0.1496,,0.0762,,Mathematics,,410,,446.08,,16.6,,298,,443.49,,18.2,,0.0002,,0.299,,Secondary outcome(s),,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
75313883,Flook (2015),2015,['Metacognition and self-regulation'],NA,Grades—Language: kindness vs control,,"School grades (Language Development and Communication (nine items, retells a familiar story in sequence - Children’s grades reflecting performance for the second half of the academic year…   Teachers assigned grades using a 4-point scale with higher scores indicating the child met or exceeded expectations) – kindness-based curriculum vs control (same smd as the authors reported d)",,"['Toolkit primary outcome', 'Other outcome']",,0.091,,0.2636,,Literacy: speaking and listening/oral language,,25.0,,3.5,,0.41,,34.0,,3.46,,0.45,,-0.4256,,0.6077,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: School-developed test'],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
55203434,Ford (2009),2009,NA,NA,Non word repetition posttest ,,Non word repetition posttest table 1,,"['Toolkit primary outcome', 'Reading primary outcome']",,1.5095,,0.2949,,Literacy: decoding/phonics,,30.0,,87.3,,13.3,,30.0,,46.0,,35.8,,0.9314,,2.0876,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],,Non word repetition posttest ,,Non word repetition posttest table 1,,"['Toolkit primary outcome', 'Reading primary outcome']",,1.5095,,0.2949,,Literacy: decoding/phonics,,30.0,,87.3,,13.3,,30.0,,46.0,,35.8,,0.9314,,2.0876,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,Quantity judgments postest ,,Quantity judgments postest table 1,,['Mathematics primary outcome'],,0.8966,,0.2717,,Mathematics,,30,,87.5,,10.6,,30,,73.3,,19.4,,0.364,,1.4292,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
38224234,Klauer (1992),1992,['Metacognition and self-regulation'],NA,Raven's Progressive Matrices test,,"A standardised test of the level of cognitive functioning. [d is as athors’ corrected d (d ‘corrected’ adjusted for pre-test differences, by deducting the d pre-test from d post-test) with the SE taken from the post-test means/SDs effect size’s SE] ",,"['Toolkit primary outcome', 'Other outcome']",,1.24,,0.59,,Cognitive: reasoning,,NA,,NA,,NA,,NA,,NA,,NA,,0.0837,,2.3963,,Primary outcome,,['Sample: High achievers'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
75313918,Liu (2015),2015,NA,NA,Raven’s Progressive Matrices - Self Regulation,,"Nonverbal abstract rea- soning ability test (Raven’s Colored Progressive Matrices Test, 36 items)",,"['Toolkit primary outcome', 'Other outcome']",,0.7471,,0.3468,,Cognitive: reasoning,,NA,,NA,,NA,,NA,,NA,,NA,,0.0675,,1.4267,,Primary outcome,,['Sample: All'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
75313894,O'Connor (2014),2014,['Metacognition and self-regulation'],NA,WJ-III Maths: INSIGHTS vs control,,"Applied Problems subtest from WJ-III (Woodcock - (I used T2 as post-test as this was taken at the end of kindergarten after 10 weeks of intervention (the other measures are at Grade 1  I used the total number of those recruited in K only n=329, split it in half to get treatment and control  - further down it says that half of the children were in treatment, half in attention control, 225 and 210 for all sample including Grade 1)  INSIGHTS vs attention control (Maths as primary outcome as there are statistically significant differences at baseline for reading)",,"['Toolkit primary outcome', 'Mathematics primary outcome']",,-0.0384,,0.1103,,Mathematics,,165.0,,16.99,,4.46,,164.0,,17.48,,17.48,,-0.2545,,0.1778,,Primary outcome,,['Sample: All'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,WJ-III Reading: INSIGHTS vs control,,"Reading achievement subtest from WJ-III (Woodcock - (I used T2 as post-test as this was taken at the end of kindergarten after 10 weeks of intervention (the other measures are at Grade 1  I used the total number of those recruited in K only n=329, split it in half to get treatment and control  - further down it says that half of the children were in treatment, half in attention control, 225 and 210 for all sample including Grade 1)  INSIGHTS vs attention control (Maths as primary outcome as there are statistically significant differences at baseline for reading)",,['Reading primary outcome'],,-0.3344,,0.111,,Literacy: reading other,,165,,20.51,,7.56,,164,,23.11,,7.95,,-0.5521,,-0.1168,,Secondary outcome(s),,['Sample: All'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,WJ-III Maths: INSIGHTS vs control,,"Applied Problems subtest from WJ-III (Woodcock - (I used T2 as post-test as this was taken at the end of kindergarten after 10 weeks of intervention (the other measures are at Grade 1  I used the total number of those recruited in K only n=329, split it in half to get treatment and control  - further down it says that half of the children were in treatment, half in attention control, 225 and 210 for all sample including Grade 1)  INSIGHTS vs attention control (Maths as primary outcome as there are statistically significant differences at baseline for reading)",,"['Toolkit primary outcome', 'Mathematics primary outcome']",,-0.0384,,0.1103,,Mathematics,,165.0,,16.99,,4.46,,164.0,,17.48,,17.48,,-0.2545,,0.1778,,Primary outcome,,['Sample: All'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
75313896,Pears (2014),2014,['Metacognition and self-regulation'],NA,DIBELS- LNF: Self Regulation,,Letter Naming Fluency (LNF) from Dynamic Indicators of Basic Early Literacy Skills (DIBELS)  KITS Group  vs control service as usual (SAU) Group ,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.2395,,0.335,,Literacy: reading other,,25.0,,13.26,,9.93,,14.0,,10.69,,11.51,,-0.4172,,0.8962,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,DIBELS- LNF: Self Regulation,,Letter Naming Fluency (LNF) from Dynamic Indicators of Basic Early Literacy Skills (DIBELS)  KITS Group  vs control service as usual (SAU) Group ,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.2395,,0.335,,Literacy: reading other,,25.0,,13.26,,9.93,,14.0,,10.69,,11.51,,-0.4172,,0.8962,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
40294945,Peskin (2004) MSR,2004,['Metacognition and self-regulation'],NA,Metacognitive Verb Comprehension Task (f-test),,"This test was based on the comprehension test in Astington and Pelletier (2003). After preliminary training on how to answer forced choice questions, children were told a story with accompanying pictures and eight questions each of which required differentiation between two metacognitive verbs.",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.24,,0.29,,Literacy: reading comprehension,,NA,,NA,,NA,,NA,,NA,,NA,,-0.3284,,0.8084,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],,Metacognitive Verb Comprehension Task (f-test),,"This test was based on the comprehension test in Astington and Pelletier (2003). After preliminary training on how to answer forced choice questions, children were told a story with accompanying pictures and eight questions each of which required differentiation between two metacognitive verbs.",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.24,,0.29,,Literacy: reading comprehension,,NA,,NA,,NA,,NA,,NA,,NA,,-0.3284,,0.8084,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
75313922,Pozuelos (2019),2019,NA,NA,K-BIT IQ fluid and verbal composite ,,aggregated measure of fluid/matrices and verbal IQ K-BIT Kaufman,,"['Toolkit primary outcome', 'Other outcome']",,0.4783,,0.2499,,Cognitive: reasoning,,33.0,,110.9,,11.93,,33.0,,104.6,,14.02,,-0.0115,,0.9681,,Primary outcome,,['Sample: All'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
75313897,Raver (2011),2011,['Metacognition and self-regulation'],NA,PPVT Score posttest table 1,,Peabody picture vocab,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1245,,0.0927,,Literacy: reading comprehension,,238.0,,13.81,,4.3,,229.0,,13.27,,4.36,,-0.0571,,0.3061,,Primary outcome,,['Sample: Low achievers'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,PPVT Score posttest table 1,,Peabody picture vocab,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1245,,0.0927,,Literacy: reading comprehension,,238.0,,13.81,,4.3,,229.0,,13.27,,4.36,,-0.0571,,0.3061,,Primary outcome,,['Sample: Low achievers'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,Early Maths Skill Score table 1,,Early Maths Skill Score,,['Mathematics primary outcome'],,0.0199,,0.0927,,Mathematics,,238,,10.06,,3.85,,228,,9.98,,4.19,,-0.1618,,0.2015,,Primary outcome,,['Sample: Low achievers'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
75313928,Rueda (2012),2012,['Metacognition and self-regulation'],NA, K-BIT Verbal - Self Regulation,,K-BIT (Kaufman Brief Intelligence Test) – Verbal intelligence,,"['Toolkit primary outcome', 'Other outcome']",,0.1215,,0.3386,,Cognitive: other,,18.0,,110.0,,12.9,,17.0,,108.5,,11.1,,-0.542,,0.7851,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
75313930,Schmitt (2015),2015,['Metacognition and self-regulation'],NA,WJ-Letter-word identiﬁcation: Self Regulation,,Letter-Word Identiﬁcation subtest of the WJ-III (Woodcock Johnson) – post-test means  self regulation vs control (English speaking participants only),,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1143,,0.1472,,Literacy: reading other,,82.0,,323.89,,21.2,,106.0,,321.37,,22.54,,-0.1742,,0.4027,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,WJ-Letter-word identiﬁcation: Self Regulation,,Letter-Word Identiﬁcation subtest of the WJ-III (Woodcock Johnson) – post-test means  self regulation vs control (English speaking participants only),,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1143,,0.1472,,Literacy: reading other,,82.0,,323.89,,21.2,,106.0,,321.37,,22.54,,-0.1742,,0.4027,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,WJ- Applied problems: Self Regulation,,Applied Problems subtest of the WJ-III (Woodcock Johnson) – post-test means  self regulation vs control (English speaking participants only),,['Mathematics primary outcome'],,-0.0531,,0.1476,,Mathematics,,81,,400.43,,25.94,,106,,401.68,,21.32,,-0.3424,,0.2362,,Secondary outcome(s),,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
75313935,Zhang (2019),2019,['Metacognition and self-regulation'],NA,RSPM - Self Regulation,,RSPM (correct trials)  Raven’s Standard Progressive Matrices   IC (inhibitory control) vs control group (CG),,"['Toolkit primary outcome', 'Other outcome']",,0.1135,,0.3053,,Cognitive: other,,21.0,,11.57,,4.57,,22.0,,11.05,,4.43,,-0.485,,0.7119,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
