id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,cl_approach_spec,cl_grp_size,cl_collab_kind,cl_stud_collab,cl_extr_rewards,cl_what_rewards,cl_comp_elem,cl_teacher_role_info,cl_pup_feedback,cl_pup_feedback_who
37671566,MacLeod (2007),2007,['Journal article'],['Teaching assistants'],"['Toolkit primary outcome', 'Reading primary outcome']",1.6016,0.2728,['Pre-post gain'],Reading Recognition ,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",1.6016,0.2728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,7,NA,"['Primary/elementary school', 'Secondary/High school']","['6', '7', '8', '9', '10', '11', '12', '13']",NA,NA,"['UK (Select all that apply)', 'England']",['Prospective QED'],"['Student alone (self-administered)', 'One to one']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Teaching assistants'],10,2,13,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671568,McNally (2016) 1_1,2016,['Technical report'],"['Teaching assistants', 'Small group tuition']","['Toolkit primary outcome', 'Reading primary outcome']",0.231,0.001,['Post-test adjusted for baseline attainment AND clustering'],Progress in Reading Assessment (PIRA) TA only,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.231,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1901,50,1,['Primary/elementary school'],"['5', '6']",FALSE,20.0,"['UK (Select all that apply)', 'England']",['Multisite RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Teaching assistants'],20,4,15,"['Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671570,Merrell (2015),2015,['Technical report'],"['Teaching assistants', 'Phonics', 'Small group tuition']","['Toolkit primary outcome', 'Reading primary outcome']",0.43,0.21,['Post-test adjusted for baseline attainment AND clustering'],Y7 Reading (NGRT) - Phonics Teaching assistants ,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.43,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,6,NA,['Secondary/High school'],"['11', '12']",FALSE,46.3,"['UK (Select all that apply)', 'England']",['Multisite RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['External teachers'],11,2,60,"['Toolkit: Phonics', 'Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671572,Miller (2003),2003,NA,['Teaching assistants'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4114,0.2043,['Post-test unadjusted (select one from this group)'],MAT - Comprehension - PiR vs (RR + Control),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.4114,0.2043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,1,NA,['Primary/elementary school'],"['6', '7']",NA,NA,['USA'],['Prospective QED'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],72,4,40,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671607,Muijs (2003),2003,['Journal article'],['Teaching assistants'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.098,0.08,['Post-test adjusted for baseline attainment AND clustering'],Mathematics test,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.098,0.08,NA,NA,NA,NA,NA,NA,360,18,NA,['Primary/elementary school'],"['5', '6', '7']",FALSE,42.6,"['UK (Select all that apply)', 'England']",['Prospective QED'],"['Small group/intensive support (3-5)', 'One to one']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],39,5,30,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671575,Nelson (2010),2010,['Journal article'],"['Teaching assistants', 'Phonics']","['Toolkit primary outcome', 'Reading primary outcome']",0.6924,0.22,['Post-test adjusted for baseline attainment AND clustering'],TOPEL Phonological Awareness,With business as usual,['Sample: Low achievers'],Literacy  decoding/phonics,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.6924,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,8,['Nursery school/pre-school'],['4'],NA,NA,['USA'],['Cluster RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['Yes'],['During regular school hours '],['Lay persons/volunteers'],10,5,20,"['Toolkit: Phonics', 'Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296657,Nunes (2018),2018,['Technical report'],"['Small group tuition', 'Teaching assistants']","['Toolkit primary outcome', 'Mathematics primary outcome']",0.18,0.1301,['Post-test adjusted for baseline attainment AND clustering'],Quantitative Reasoning,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.18,0.1301,NA,NA,NA,NA,NA,NA,491,133,NA,['Primary/elementary school'],"['6', '7']",FALSE,26.4,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],10,3,30,"['Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296659,Patel (2017),2017,['Technical report'],"['Teaching assistants', 'One to one tuition']","['Toolkit primary outcome', 'Reading primary outcome']",0.001,0.0663,['Post-test adjusted for baseline attainment AND clustering'],HGRT - full sample,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.001,0.0663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,184,NA,['Primary/elementary school'],"['7', '8']",FALSE,37.5,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],10,5,20,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671611,Ratcliff (2009),2009,['Dissertation or thesis'],['Teaching assistants'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2725,0.1128,['Post-test unadjusted (select one from this group)'],G3 Reading 2007 (iLEAP ELA),With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2725,0.1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,6,NA,['Primary/elementary school'],"['6', '7']",TRUE,78.0,['USA'],['Prospective QED'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)', 'Other (Explain in notes)', 'One to one']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],36,5,105,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671612,Roberts (2010),2010,['Dissertation or thesis'],['Teaching assistants'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3967,0.2865,['Pre-post gain'],WIAT-II UK WRT,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.3967,0.2865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,5,NA,['Secondary/High school'],"['11', '12', '13', '14', '15', '16']",FALSE,31.0,"['UK (Select all that apply)', 'England']",['Prospective QED'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],48,5,15,"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40398944,Roy (2019),2019,['Technical report'],"['One to one tuition', 'Phonics', 'Teaching assistants']","['Toolkit primary outcome', 'Reading primary outcome']",0.01,0.0867,['Post-test adjusted for baseline attainment AND clustering'],Effect size - HGRT (Table 10),With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.01,0.0867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006,152,NA,['Primary/elementary school'],"['8', '9', '10']",TRUE,49.5,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],39,2,15,"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296668,Rutt (2014),2014,['Technical report'],"['Teaching assistants', 'One to one tuition']","['Toolkit primary outcome', 'Mathematics primary outcome']",0.21,0.1097,['Post-test adjusted for baseline attainment AND clustering'],Basic Number Screening Test - Catch up TA group,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.21,0.1097,NA,NA,NA,NA,NA,NA,318,54,NA,['Primary/elementary school'],"['6', '7', '8', '9', '10', '11']",NA,NA,"['UK (Select all that apply)', 'England', 'Wales']",['Multisite RCT'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],30,2,15,"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296667,Rutt (2015),2015,['Technical report'],"['Teaching assistants', 'Phonics', 'One to one tuition']","['Toolkit primary outcome', 'Reading primary outcome']",0.12,0.0689,['Post-test adjusted for baseline attainment AND clustering'],NGRT - Full Sample,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.12,0.0689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557,15,NA,"['Primary/elementary school', 'Secondary/High school']","['10', '11', '12']",FALSE,20.6,"['UK (Select all that apply)', 'England']",['Multisite RCT'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],30,2,15,"['Toolkit: One to one tuition', 'Toolkit: Phonics', 'Toolkit: Teaching assistants']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099855,Ryder (2008),2008,['Journal article'],"['Phonics', 'Teaching assistants', 'Small group tuition']","['Toolkit primary outcome', 'Reading primary outcome']",1.0645,0.4415,['Post-test unadjusted (select one from this group)'],Neale comprehension raw score,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",1.0645,0.4415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,4,['Primary/elementary school'],"['6', '7']",NA,NA,['New Zealand'],['Individual RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",24,4,25,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099897,Savage (2003),2003,['Journal article'],"['Phonics', 'Teaching assistants']","['Toolkit primary outcome', 'Reading primary outcome']",0.3572,0.2279,['Post-test unadjusted (select one from this group)'],Reading All interventions v control,With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3572,0.2279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,9,NA,['Primary/elementary school'],"['6', '5']",NA,NA,"['UK (Select all that apply)', 'England']",['Prospective QED'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],9,4,20,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296671,See (2018),2018,['Technical report'],"['Teaching assistants', 'One to one tuition']","['Toolkit primary outcome', 'Mathematics primary outcome']",0.205,0.1176,['Post-test unadjusted (select one from this group)'],General Maths - CEM InCAS Module,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.205,0.1176,NA,NA,NA,NA,NA,NA,305,35,NA,['Primary/elementary school'],"['7', '8', '9', '10', '11']",FALSE,39.35,"['England', 'UK (Select all that apply)']",['Multisite RCT'],['One to one'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Teaching assistants'],10,3,30,"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296672,Sheard (2015),2015,['Technical report'],"['Small group tuition', 'Phonics', 'Teaching assistants']","['Toolkit primary outcome', 'Reading primary outcome']",-0.08,0.097,['Post-test adjusted for baseline attainment AND clustering'],NGRT reading comprehension (TAs) ,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.08,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427,45,NA,['Secondary/High school'],"['11', '12']",TRUE,56.0,"['UK (Select all that apply)', 'England']",['Multisite RCT'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",18,1,90,"['Toolkit: Phonics', 'Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671585,Sibieta (2016),2016,['Technical report'],['Teaching assistants'],"['Toolkit primary outcome', 'Other outcome']",0.27,0.1,['Post-test adjusted for baseline attainment AND clustering'],"APT, CELF, YARC language skills (30 wk)",With business as usual,['Sample: All'],Literacy  speaking and listening/oral language,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,34,NA,"['Nursery school/pre-school', 'Primary/elementary school']","['3', '4', '5']",FALSE,26.0,"['UK (Select all that apply)', 'England']",['Multisite RCT'],"['Small group/intensive support (3-5)', 'One to one']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],50,3,20,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296673,Sibieta (2016),2016,['Technical report'],"['Teaching assistants', 'One to one tuition']","['Toolkit primary outcome', 'Reading primary outcome']",0.33,0.0969,['Post-test adjusted for baseline attainment AND clustering'],NGRT REACH RI Group,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.33,0.0969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,27,NA,['Secondary/High school'],['11'],FALSE,28.0,"['UK (Select all that apply)', 'England']",['Individual RCT'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],20,3,35,"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671586,Styles (2015),2015,['Technical report'],"['Teaching assistants', 'Oral language interventions']","['Toolkit primary outcome', 'Reading primary outcome']",0.2,0.11,['Post-test adjusted for baseline attainment'],NGRT - Reading Score,With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,3,NA,['Secondary/High school'],"['11', '12']",FALSE,28.0,"['UK (Select all that apply)', 'England']",['Individual RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",23,2,50,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671517,Swain (2010),2010,['Dissertation or thesis'],['Teaching assistants'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0296,0.1048,['Pre-post gain'],Burt Word Recognition Test,With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0296,0.1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,NA,NA,['Primary/elementary school'],"['5', '6', '7', '8', '9', '10', '11']",NA,NA,"['UK (Select all that apply)', 'England']",['Prospective QED'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",78,5,35,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099931,Vadasy (2005),2005,['Journal article'],"['Phonics', 'One to one tuition', 'Teaching assistants']","['Toolkit primary outcome', 'Reading primary outcome']",0.8129,0.3391,['Post-test adjusted for baseline attainment'],WRAT Reading Comprehension RP,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.8129,0.3391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,12,NA,['Primary/elementary school'],"['6', '7']",NA,NA,['USA'],"['Cluster RCT', 'Prospective QED']",['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],36,4,30,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671592,Vadasy (2006),2006,['Journal article'],"['Teaching assistants', 'One to one tuition']","['Toolkit primary outcome', 'Reading primary outcome']",0.9523,0.2585,['Post-test unadjusted (select one from this group)'],K reading accuracy - teaching assistants - post-test (means and sd's),With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.9523,0.2585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,9,19,['Primary/elementary school'],"['5', '6']",TRUE,59.0,['USA'],['Multisite RCT'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],18,4,30,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671636,Vadasy (2007),2007,['Journal article'],['Teaching assistants'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4676,0.3096,['Post-test adjusted for baseline attainment'],Reading Accuracy Scores,With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.4676,0.3096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,9,NA,['Primary/elementary school'],"['7', '8', '9']",NA,NA,['USA'],['Multisite RCT'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],27,4,30,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671638,Vadasy (2008),2008,['Journal article'],['Teaching assistants'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0062,0.1571,['Post-test unadjusted (select one from this group)'],Comprehension = GORT Comprehension subtest,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0062,0.1571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,13,NA,['Primary/elementary school'],"['6', '7']",NA,NA,['USA'],['Individual RCT'],"['Paired learning', 'One to one', 'Other (Explain in notes)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],15,4,30,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671637,Vadasy (2008) TA,2008,['Journal article'],['Teaching assistants'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4354,0.2531,['Post-test adjusted for baseline attainment AND clustering'],Comprehension,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.4354,0.2531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,13,30,['Primary/elementary school'],"['5', '6']",TRUE,50.0,['USA'],['Multisite RCT'],['Other (Explain in notes)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],18,4,30,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090199,Vadasy (2008) TA,2008,['Journal article'],['Teaching assistants'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4966,0.187,['Post-test adjusted for baseline attainment AND clustering'],Wood Cock Passage Comprehension Posttest,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.4966,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,12,NA,['Primary/elementary school'],"['9', '10', '11']",TRUE,90.0,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],18,4,30,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671588,Vadasy (2009),2009,['Journal article'],"['Teaching assistants', 'Small group tuition']","['Toolkit primary outcome', 'Reading primary outcome']",0.1816,0.1802,['Post-test unadjusted (select one from this group)'],G2/G3 reading (Cloze test) - teaching assistants,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.1816,0.1802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,13,NA,['Primary/elementary school'],"['9', '10']",NA,NA,['USA'],['Multisite RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",15,4,30,"['Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671589,Vadasy (2010),2010,['Journal article'],"['Teaching assistants', 'Phonics']","['Toolkit primary outcome', 'Reading primary outcome']",0.7665,0.2607,['Post-test unadjusted (select one from this group)'],Reading Comprehension ,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.7665,0.2607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,10,24,['Primary/elementary school'],['5'],TRUE,75.0,['USA'],['Cluster RCT'],['One to one'],['Yes (Please specify)'],['No'],['Yes'],['During regular school hours '],['Teaching assistants'],18,4,30,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671614,Vadasy (2013),2013,['Journal article'],['Teaching assistants'],"['Toolkit primary outcome', 'Reading primary outcome']",0.6942,0.2728,['Post-test adjusted for baseline attainment AND clustering'],teaching assistants -  word reading (WRMT-R/NU) multilevel,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.6942,0.2728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,6,26 (assuming that the same classroom has only participated in Cohort 1 or 2),['Primary/elementary school'],"['5', '6']",NA,NA,['USA'],['Multisite RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],20,5,20,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090202,Wang (2008) TA,2008,['Journal article'],"['Teaching assistants', 'One to one tuition']","['Toolkit primary outcome', 'Reading primary outcome']",0.3489,0.1897,['Post-test unadjusted (select one from this group)'],Reading Comprehension-Teaching Assistants,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.3489,0.1897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,6,1,['Primary/elementary school'],"['6', '7']",NA,NA,['USA'],['Prospective QED'],['Other (Explain in notes)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],2,5,12,"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671616,Welch (1995),1995,['Journal article'],['Teaching assistants'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.003,0.0646,['Post-test adjusted for baseline attainment'],Reading Scores from CRT (Criterion Referenced Tests) ,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.003,0.0646,NA,NA,NA,['Mathematics primary outcome'],-0.0521,0.0646,NA,NA,NA,NA,NA,NA,964,2,NA,['Primary/elementary school'],"['9', '10', '11', '12']",NA,NA,['USA'],['Prospective QED'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",36,5,NA,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671591,Word (1990),1990,['Technical report'],['Teaching assistants'],"['Toolkit primary outcome', 'Reading primary outcome']",0.018,0.0626,['Post-test adjusted for baseline attainment AND clustering'],Total Reading,With business as usual,['Sample: All'],Literacy  reading other,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.018,0.0626,NA,NA,NA,['Mathematics primary outcome'],0.012,0.0626,NA,NA,NA,NA,NA,NA,4500,79,200,"['Nursery school/pre-school', 'Primary/elementary school']","['5', '6', '7', '8', '9']",TRUE,60.0,['USA'],['Multisite RCT'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",144,5,300,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
